"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"5","5","0","OLD","20226670","극장판 헬로카봇: 수상한 마술단의 비밀","2022-09-28","175495270","5.1","18526941","11.8","1862168086","18748","2174","13.1","197794","522","788"
"6","6","0","OLD","20225729","스마일","2022-10-06","137100780","4.0","-45856763","-25.1","666085868","12167","-4255","-25.9","61088","455","794"
"7","7","0","OLD","20226739","고고다이노 극장판: 얼음공룡의 비밀","2022-10-05","115077689","3.4","10174793","9.7","368095402","11943","989","9","39999","528","736"
"8","8","2","OLD","20226726","극장판 검정고무신 : 즐거운 나의 집","2022-10-06","50657500","1.5","3211700","6.8","155671300","5051","343","7.3","16355","226","304"
"9","9","-1","OLD","20217624","컴백홈","2022-10-05","41171290","1.2","-24785735","-37.6","391125122","4289","-2438","-36.2","41865","494","904"
"10","10","-1","OLD","20227308","스파이더맨: 노 웨이 홈 '펀버전'","2022-10-05","45334952","1.3","-13877652","-23.4","266042158","4103","-1158","-22","24321","312","538"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20215601","공조2: 인터내셔날","2022-09-07","186503512","23.2","-645757705","-77.6","67999738050","18987","-61141","-76.3","6624852","979","3048"
"2","2","0","OLD","20198317","인생은 아름다워","2022-09-28","161205504","20.1","-485525953","-75.1","6386114940","17648","-51405","-74.4","667417","985","3006"
"3","3","1","OLD","20219628","정직한 후보2","2022-09-28","107792278","13.4","-313301432","-74.4","7213719492","11860","-37178","-75.8","756364","826","2369"
"4","4","-1","OLD","20226777","극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교","2022-09-28","80481351","10.0","-564745169","-87.5","4618719978","8045","-56442","-87.5","461756","565","995"
"5","5","1","OLD","20225729","스마일","2022-10-06","55956704","7.0","-81144076","-59.2","722042572","5345","-6822","-56.1","66433","428","749"
"6","6","0","NEW","20227338","티켓 투 파라다이스","2022-10-12","27000000","3.4","27000000","100","30285000","3000","3000","100","3365","13","13"
"7","7","5","OLD","20149120","인터스텔라","2014-11-06","27877000","3.5","-16061500","-36.6","83072616000","1872","-1249","-40","10342523","20","50"
"8","8","1","OLD","20217624","컴백홈","2022-10-05","14565559","1.8","-26605731","-64.6","405690681","1725","-2564","-59.8","43590","389","600"
"9","9","2","OLD","20210087","듄","2021-10-20","19910500","2.5","-34951500","-63.7","17710367510","1341","-2474","-64.8","1605541","20","48"
"10","10","0","OLD","20227308","스파이더맨: 노 웨이 홈 '펀버전'","2022-10-05","12565105","1.6","-32769847","-72.3","278607263","1203","-2900","-70.7","25524","267","421"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","1","OLD","20198317","인생은 아름다워","2022-09-28","161594871","14.6","389367","0.2","6547709811","17900","252","1.4","685317","830","2535"
"2","2","-1","OLD","20215601","공조2: 인터내셔날","2022-09-07","147972846","13.3","-38530666","-20.7","68147710896","17726","-1261","-6.6","6642578","780","2337"
"3","3","0","NEW","20227304","오펀: 천사의 탄생","2022-10-12","165002458","14.9","165002458","100","168791458","17106","17106","100","17527","638","1952"
"4","4","-1","OLD","20219628","정직한 후보2","2022-09-28","85765291","7.7","-22026987","-20.4","7299484783","9547","-2313","-19.5","765911","647","1611"
"5","5","0","NEW","20208101","대무가","2022-10-12","86076134","7.8","86076134","100","101380134","8952","8952","100","10648","587","1472"
"6","6","0","OLD","20227338","티켓 투 파라다이스","2022-10-12","75024853","6.8","48024853","177.9","105309853","7938","4938","164.6","11303","550","1333"
"7","7","0","NEW","20226798","에브리씽 에브리웨어 올 앳 원스","2022-10-12","66298803","6.0","66298803","100","84178003","6316","6316","100","7544","562","1338"
"8","8","-4","OLD","20226777","극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교","2022-09-28","60977494","5.5","-19503857","-24.2","4679697472","6106","-1939","-24.1","467862","401","644"
"9","9","0","NEW","20198461","리멤버","2022-10-26","49527000","4.5","49527000","100","49527000","5133","5133","100","5133","23","24"
"10","10","-1","OLD","20210087","듄","2021-10-20","42890970","3.9","22980470","115.4","17753258480","3163","1822","135.9","1608704","25","61"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20198317","인생은 아름다워","2022-09-28","179808740","17.6","18213869","11.3","6727518551","20260","2360","13.2","705577","853","2566"
"2","2","0","OLD","20215601","공조2: 인터내셔날","2022-09-07","145900664","14.3","-2072182","-1.4","68293611560","17535","-191","-1.1","6660113","808","2371"
"3","3","0","OLD","20227304","오펀: 천사의 탄생","2022-10-12","120100751","11.7","-44901707","-27.2","288892209","12174","-4932","-28.8","29701","613","1770"
"4","4","0","OLD","20219628","정직한 후보2","2022-09-28","94064996","9.2","8299705","9.7","7393549779","10845","1298","13.6","776756","678","1617"
"5","5","0","OLD","20208101","대무가","2022-10-12","62151510","6.1","-23924624","-27.8","163531644","6632","-2320","-25.9","17280","583","1392"
"6","6","0","OLD","20227338","티켓 투 파라다이스","2022-10-12","56720690","5.5","-18304163","-24.4","162030543","5988","-1950","-24.6","17291","527","1256"
"7","7","1","OLD","20226777","극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교","2022-09-28","57343079","5.6","-3634415","-6","4737040551","5800","-306","-5","473662","406","660"
"8","8","-1","OLD","20226798","에브리씽 에브리웨어 올 앳 원스","2022-10-12","50384034","4.9","-15914769","-24","134562037","4859","-1457","-23.1","12403","544","1226"
"9","9","0","OLD","20198461","리멤버","2022-10-26","42219000","4.1","-7308000","-14.8","91746000","4341","-792","-15.4","9474","24","24"
"10","10","1","OLD","20225729","스마일","2022-10-06","20084395","2.0","-2551403","-11.3","764762765","1985","-141","-6.6","70544","129","170"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","1","OLD","20215601","공조2: 인터내셔날","2022-09-07","231688862","17.3","85788198","58.8","68525300422","29010","11475","65.4","6689123","833","2627"
"2","2","-1","OLD","20198317","인생은 아름다워","2022-09-28","246116254","18.4","66307514","36.9","6973634805","27636","7376","36.4","733213","882","2835"
"3","3","0","OLD","20227304","오펀: 천사의 탄생","2022-10-12","178686338","13.3","58585587","48.8","467578547","17370","5196","42.7","47071","662","1915"
"4","4","0","OLD","20219628","정직한 후보2","2022-09-28","132128386","9.9","38063390","40.5","7525678165","15767","4922","45.4","792523","691","1734"
"5","5","2","OLD","20226777","극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교","2022-09-28","95695763","7.1","38352684","66.9","4832736314","9409","3609","62.2","483071","448","752"
"6","6","0","OLD","20227338","티켓 투 파라다이스","2022-10-12","74828453","5.6","18107763","31.9","236858996","8373","2385","39.8","25664","544","1275"
"7","7","-2","OLD","20208101","대무가","2022-10-12","67575388","5.0","5423878","8.7","231107032","6919","287","4.3","24199","579","1363"
"8","8","0","OLD","20226798","에브리씽 에브리웨어 올 앳 원스","2022-10-12","73449634","5.5","23065600","45.8","208011671","6808","1949","40.1","19211","564","1333"
"9","9","1","OLD","20225729","스마일","2022-10-06","30326548","2.3","10242153","51","795089313","2853","868","43.7","73397","144","195"
"10","10","1","OLD","20210087","듄","2021-10-20","32810730","2.5","5775990","21.4","17813103950","2179","340","18.5","1612722","25","63"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","1","OLD","20198317","인생은 아름다워","2022-09-28","456589167","18.4","210472913","85.5","7430223972","50830","23194","83.9","784043","925","3112"
"2","2","-1","OLD","20215601","공조2: 인터내셔날","2022-09-07","390700609","15.8","159011747","68.6","68916001031","45434","16424","56.6","6734557","887","2860"
"3","3","2","OLD","20226777","극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교","2022-09-28","360836164","14.6","265140401","277.1","5193572478","35678","26269","279.2","518749","716","1512"
"4","4","-1","OLD","20227304","오펀: 천사의 탄생","2022-10-12","311028780","12.5","132342442","74.1","778607327","29289","11919","68.6","76360","707","2084"
"5","5","-1","OLD","20219628","정직한 후보2","2022-09-28","204595209","8.3","72466823","54.8","7730273374","22440","6673","42.3","814963","735","1963"
"6","6","2","OLD","20226798","에브리씽 에브리웨어 올 앳 원스","2022-10-12","172263179","6.9","98813545","134.5","380274850","16174","9366","137.6","35385","620","1385"
"7","7","0","OLD","20208101","대무가","2022-10-12","93282606","3.8","25707218","38","324389638","10095","3176","45.9","34294","581","1280"
"8","8","-2","OLD","20227338","티켓 투 파라다이스","2022-10-12","97179786","3.9","22351333","29.9","334038782","9731","1358","16.2","35395","581","1289"
"9","9","4","OLD","20226670","극장판 헬로카봇: 수상한 마술단의 비밀","2022-09-28","52384897","2.1","43555297","493.3","1944972682","5637","4536","412","207078","337","467"
"10","10","-1","OLD","20225729","스마일","2022-10-06","56058810","2.3","25732262","84.9","851148123","5158","2305","80.8","78555","175","266"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20198317","인생은 아름다워","2022-09-28","411272657","18.4","-45316510","-9.9","7841496629","44406","-6424","-12.6","828449","935","3043"
"2","2","0","OLD","20215601","공조2: 인터내셔날","2022-09-07","331525679","14.8","-59174930","-15.1","69247526710","38431","-7003","-15.4","6772988","865","2759"
"3","3","0","OLD","20226777","극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교","2022-09-28","366550486","16.4","5714322","1.6","5560122964","36251","573","1.6","555000","724","1528"
"4","4","0","OLD","20227304","오펀: 천사의 탄생","2022-10-12","252344596","11.3","-58684184","-18.9","1030951923","23686","-5603","-19.1","100046","692","1963"
"5","5","0","OLD","20219628","정직한 후보2","2022-09-28","187155248","8.4","-17439961","-8.5","7917428622","20449","-1991","-8.9","835412","697","1919"
"6","6","0","OLD","20226798","에브리씽 에브리웨어 올 앳 원스","2022-10-12","155865423","7.0","-16397756","-9.5","536140273","14496","-1678","-10.4","49881","615","1357"
"7","7","0","OLD","20208101","대무가","2022-10-12","85189416","3.8","-8093190","-8.7","409579054","9334","-761","-7.5","43628","564","1210"
"8","8","0","OLD","20227338","티켓 투 파라다이스","2022-10-12","72356376","3.2","-24823410","-25.5","406395158","6970","-2761","-28.4","42365","564","1200"
"9","9","0","OLD","20226670","극장판 헬로카봇: 수상한 마술단의 비밀","2022-09-28","61376498","2.7","8991601","17.2","2006349180","6507","870","15.4","213585","344","477"
"10","10","0","OLD","20225729","스마일","2022-10-06","48531392","2.2","-7527418","-13.4","899679515","4462","-696","-13.5","83017","178","263"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20198317","인생은 아름다워","2022-09-28","159615826","20.1","-251656831","-61.2","8001112455","17597","-26809","-60.4","846046","839","2628"
"2","2","0","OLD","20215601","공조2: 인터내셔날","2022-09-07","120539075","15.2","-210986604","-63.6","69368065785","14466","-23965","-62.4","6787454","793","2367"
"3","3","3","OLD","20226798","에브리씽 에브리웨어 올 앳 원스","2022-10-12","83232243","10.5","-72633180","-46.6","619372516","8211","-6285","-43.4","58092","576","1318"
"4","4","1","OLD","20219628","정직한 후보2","2022-09-28","64262492","8.1","-122892756","-65.7","7981691114","7699","-12750","-62.4","843111","587","1415"
"5","5","-1","OLD","20227304","오펀: 천사의 탄생","2022-10-12","76074973","9.6","-176269623","-69.9","1107026896","7439","-16247","-68.6","107485","613","1527"
"6","6","-3","OLD","20226777","극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교","2022-09-28","57765183","7.3","-308785303","-84.2","5617888147","5805","-30446","-84","560805","471","800"
"7","7","0","OLD","20208101","대무가","2022-10-12","39198613","4.9","-45990803","-54","448777667","4782","-4552","-48.8","48410","481","980"
"8","8","0","NEW","20198461","리멤버","2022-10-26","34587000","4.4","34587000","100","126333000","3647","3647","100","13121","15","15"
"9","9","-1","OLD","20227338","티켓 투 파라다이스","2022-10-12","30025933","3.8","-42330443","-58.5","436421091","3135","-3835","-55","45500","472","925"
"10","10","0","OLD","20225729","스마일","2022-10-06","18382600","2.3","-30148792","-62.1","918062115","1728","-2734","-61.3","84745","144","220"
"rnum","rank","rankInten","rankOldAndNew","movieCd","movieNm","openDt","salesAmt","salesShare","salesInten","salesChange","salesAcc","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt"
"1","1","0","OLD","20198317","인생은 아름다워","2022-09-28","160359745","18.5","743919","0.5","8161472200","17841","244","1.4","863887","858","2644"
"2","2","0","OLD","20215601","공조2: 인터내셔날","2022-09-07","123725485","14.2","3186410","2.6","69491791270","14854","388","2.7","6802308","802","2293"
"3","3","0","OLD","20226798","에브리씽 에브리웨어 올 앳 원스","2022-10-12","89637893","10.3","6405650","7.7","709010409","8729","518","6.3","66821","581","1348"
"4","4","0","OLD","20219628","정직한 후보2","2022-09-28","67581053","7.8","3318561","5.2","8049272167","8179","480","6.2","851290","614","1423"
"5","5","0","OLD","20227304","오펀: 천사의 탄생","2022-10-12","75940972","8.7","-134001","-0.2","1182967868","7543","104","1.4","115028","630","1450"
"6","6","0","OLD","20226777","극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교","2022-09-28","56502873","6.5","-1262310","-2.2","5674391020","5762","-43","-0.7","566567","459","785"
